"NAME","TYPE","BILLINGSTREET","BILLINGCITY","BILLINGSTATE","BILLINGPOSTALCODE","BILLINGCOUNTRY","SHIPPINGSTREET","SHIPPINGCITY","SHIPPINGSTATE","SHIPPINGPOSTALCODE","SHIPPINGCOUNTRY","PHONE","WEBSITE","INDUSTRY","OWNERSHIP","NUMBEROFEMPLOYEES","RATING","DESCRIPTION","Supplier_Company_Id__c"
"GRUPO INDUSTRIAL MAQUINAS DE LIMPIE","Channel Partner / Reseller","525 S. Lexington Ave","MEXICO","MX-NL",9460,"MX","345 Shoreline Park
Mountain View, CA 94043
USA","MEXICO","MX-NL",9460,"MX","GIM050330IG4","www.GRUPO INDUSTRIAL MAQUINAS DE LIMPIE.com","Manufacturing","Private",52345234,"Hot","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine.",8294
"GRUPO INDUSTRIAL MODELO S.A. DE C.V","Installation Partner","620 SW 5th Avenue Suite 400
Portland, Oregon 97204
United States","MEXICO","MX-NL",53100,"MX","2334 N. Michigan Avenue, Suite 1500
Chicago, IL 60601, USA","MEXICO","MX-NL",53100,"MX","GIM9407182Z3","www.GRUPO INDUSTRIAL MODELO S.A. DE C.V.com","Machinery","Public",5234,"Warm","World's third largest oil and gas company.",8295
"GRUPO INDUSTRIAL VIDA SA DE CV","Technology Partner","888 N Euclid 
Hallis Center, Room 501
Tucson, AZ 85721
United States","MEXICO","MX-NL",45011,"MX","CES081007NE0","MEXICO","MX-NL",45011,"MX","GIV9702031S1","www.GRUPO INDUSTRIAL VIDA SA DE CV.com","Hospitality","Subsidiary",45,"Warm","Commerical logistics and transportation company.",8296
"GRUPO INDUSTRIAL Y COMERCIAL ALOINZ","Other","9 Tagore Lane
Singapore, Singapore 787472
Singapore","MEXICO","MX-NL",96537,"MX","CES081007NE0","MEXICO","MX-NL",96537,"MX","GIC100428P78","www.GRUPO INDUSTRIAL Y COMERCIAL ALOINZ.com","Retail","Private",4567,"Warm","Chain of hotels and resorts across the US, UK, Eastern Europe, Japan, and SE Asia.",8297
"GRUPO LEA DE MEXICO S DE RL DE CV","Prospect","Kings Park, 17th Avenue, Team Valley Trading Estate,
Gateshead, Tyne and Wear NE26 3HS
United Kingdom","SALINAS VICTORIA","MX-NL",65500,"MX","2334 N. Michigan Avenue, Suite 1500
Chicago, IL 60601, USA","SALINAS VICTORIA","MX-NL",65500,"MX","GLM990803MX3","www.GRUPO LEA DE MEXICO S DE RL DE CV.com","Government","Public",45,"Warm","Genomics company engaged in mapping and sequencing of the human genome and developing gene-based drugs",8298
"GRUPO OSMAR SA DE CV","Customer - Direct","The Landmark @ One Market","TOLUCA","MX-MX",50200,"MX","Test acc 2157","TOLUCA","MX-MX",50200,"MX","GOS940829VA1","www.GRUPO OSMAR SA DE CV.com","Banking","Subsidiary",23412341,"Hot","World's third largest oil and gas company.",8299
"GRUPO PLASSET SA DE CV","Customer - Channel","1301 Avenue of the Americas 
New York, NY 10019
USA","SAN PEDRO GARZA GARCIA","MX-NL",66269,"MX","DHE010828K6A","SAN PEDRO GARZA GARCIA","MX-NL",66269,"MX","GPA020617582","www.GRUPO PLASSET SA DE CV.com","Utilities","Subsidiary",3,"Warm","Genomics company engaged in mapping and sequencing of the human genome and developing gene-based drugs",8300
"GRUPO PRECISION CONTROL SA DE CV","Channel Partner / Reseller","1301 Hoch Drive","X","MX-MX",0,"MX","2 Place Jussieu","X","MX-MX",0,"MX","GPC090630AD7","www.GRUPO PRECISION CONTROL SA DE CV.com","Telecommunications","Public",8,"Warm","World's third largest oil and gas company.",8301
"GRUPO PRISMA DE OCCIDENTE SA DE CV","Installation Partner","2 Place Jussieu","MEXICO","MX-NL",63724,"MX","Test acc 2157","MEXICO","MX-NL",63724,"MX","GPO0609082TA","www.GRUPO PRISMA DE OCCIDENTE SA DE CV.com","Technology","Other",675,"Hot","Chain of hotels and resorts across the US, UK, Eastern Europe, Japan, and SE Asia.",8302
"GRUPO REPRESENTANTE DE","Technology Partner","2334 N. Michigan Avenue, Suite 1500
Chicago, IL 60601, USA","MEXICO","MX-NL",2870,"MX","Kings Park, 17th Avenue, Team Valley Trading Estate,
Gateshead, Tyne and Wear NE26 3HS
United Kingdom","MEXICO","MX-NL",2870,"MX","GRI040319D14","www.GRUPO REPRESENTANTE DE.com","Recreation","Public",6,"Warm","Genomics company engaged in mapping and sequencing of the human genome and developing gene-based drugs",8303
"GRUPO SIMSA SA DE CV","Other","312 Constitution Place
Austin, TX 78767
USA","MEXICO","MX-NL",97166,"MX","CES081007NE0","MEXICO","MX-NL",97166,"MX","GSI0703019C8","www.GRUPO SIMSA SA DE CV.com","Not For Profit","Other",34,"Hot","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine.",8304
"GRUPO TECNO ELECTRONICS S. DE R.L D","Prospect","345 Shoreline Park
Mountain View, CA 94043
USA","MEXICO","MX-NL",85000,"MX","DHE010828K6A","MEXICO","MX-NL",85000,"MX","GTE051107IC7","www.GRUPO TECNO ELECTRONICS S. DE R.L D.com","Manufacturing","Private",856,"Warm","Chain of hotels and resorts across the US, UK, Eastern Europe, Japan, and SE Asia.",8305
"GRUPO TERMICO RECUBRIMIENTOS SA DE CV","Customer - Direct","525 S. Lexington Ave","VERACRUZ","MX-VE",91170,"MX","1301 Hoch Drive","VERACRUZ","MX-VE",91170,"MX","GTR110914TN7","www.GRUPO TERMICO RECUBRIMIENTOS SA DE CV.com","Machinery","Public",6,"Hot","Commerical logistics and transportation company.",8306
"GRUPO VACTREK SA DE CV","Customer - Channel","620 SW 5th Avenue Suite 400
Portland, Oregon 97204
United States","APODACA","MX-NL",66636,"MX","Test acc 2157","APODACA","MX-NL",66636,"MX","GVA030716818","www.GRUPO VACTREK SA DE CV.com","Engineering","Other",23,"Cold","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine.",8307
"GRUPO VEGMAN SA DE CV","Channel Partner / Reseller","888 N Euclid 
Hallis Center, Room 501
Tucson, AZ 85721
United States","COYOACAN","MX-DF",4210,"MX","2 Place Jussieu","COYOACAN","MX-DF",4210,"MX","GVE040914IS9","www.GRUPO VEGMAN SA DE CV.com","Energy","Subsidiary",45,"Warm","World's third largest oil and gas company.",8308
"GSG EQUIPMENT INC SA DE CV","Installation Partner","9 Tagore Lane
Singapore, Singapore 787472
Singapore","MONTERREY","MX-NL",64620,"MX","1301 Avenue of the Americas 
New York, NY 10019
USA","MONTERREY","MX-NL",64620,"MX","GEI110802AR0","www.GSG EQUIPMENT INC SA DE CV.com","Utilities","Subsidiary",23,"Cold","Commerical logistics and transportation company.",8309
"GSM Sales Pty Ltd","Technology Partner","Kings Park, 17th Avenue, Team Valley Trading Estate,
Gateshead, Tyne and Wear NE26 3HS
United Kingdom","Rose Park","AU-SA",5067,"AU","1301 Avenue of the Americas 
New York, NY 10019
USA","Rose Park","AU-SA",5067,"AU",53007682475,"www.GSM Sales Pty Ltd.com","Apparel","Private",1234,"Cold","Chain of hotels and resorts across the US, UK, Eastern Europe, Japan, and SE Asia.",8310
"GT tronics HK Limited","Other","The Landmark @ One Market","Hong Kong","HK-HK",1111,"HK","2334 N. Michigan Avenue, Suite 1500
Chicago, IL 60601, USA","Hong Kong","HK-HK",1111,"HK","(201) 302-1801","www.GT tronics HK Limited.com","Technology","Other",45,"Warm","Edge, founded in 1998, is a start-up based in Austin, TX. The company designs and manufactures a device to convert music from one digital format to another. Edge sells its product through retailers and its own website.",8311
"Guangdong Eagle Gifts Co Ltd","Prospect","1301 Avenue of the Americas 
New York, NY 10019
USA","Guangzhou","CN-GD",510320,"CN","Test acc 2157","Guangzhou","CN-GD",510320,"CN","(201) 305-1601","www.Guangdong Eagle Gifts Co Ltd.com","Entertainment","Public",234234,"Warm","World's third largest oil and gas company.",8312
"Guangzhou Level Lighting Co Ltd","Customer - Direct","1301 Hoch Drive","Guangzhou","CN-GD",510445,"HK","345 Shoreline Park
Mountain View, CA 94043
USA","Guangzhou","CN-GD",510445,"CN",13112012,"www.Guangzhou Level Lighting Co Ltd.com","Manufacturing","Private",23,"Cold","Edge, founded in 1998, is a start-up based in Austin, TX. The company designs and manufactures a device to convert music from one digital format to another. Edge sells its product through retailers and its own website.",8313
"GUERRERO ORTIZ RIGOBERTO","Customer - Channel","2 Place Jussieu","MEXICO","MX-NL",23470,"MX","1301 Avenue of the Americas 
New York, NY 10019
USA","MEXICO","MX-NL",23470,"MX","GUOR710916750","www.GUERRERO ORTIZ RIGOBERTO.com","Finance","Subsidiary",52,"Cold","Commerical logistics and transportation company.",8314
"Gul Ahmed Textile Mills Limited","Channel Partner / Reseller","2334 N. Michigan Avenue, Suite 1500
Chicago, IL 60601, USA","Karachi","PK-SD",75120,"PK","2 Place Jussieu","Karachi","PK-SD",75120,"PK","(201) 304-1001","www.Gul Ahmed Textile Mills Limited.com","Manufacturing","Private",23,"Cold","Edge, founded in 1998, is a start-up based in Austin, TX. The company designs and manufactures a device to convert music from one digital format to another. Edge sells its product through retailers and its own website.",8315
"GUTIERREZ ARAMBULA LUIS ENRIQUE","Installation Partner","312 Constitution Place
Austin, TX 78767
USA","MEXICO","MX-NL",37420,"MX","Kings Park, 17th Avenue, Team Valley Trading Estate,
Gateshead, Tyne and Wear NE26 3HS
United Kingdom","MEXICO","MX-NL",37420,"MX","GUAL690121883","www.GUTIERREZ ARAMBULA LUIS ENRIQUE.com","Insurance","Other",4,"Warm","Edge, founded in 1998, is a start-up based in Austin, TX. The company designs and manufactures a device to convert music from one digital format to another. Edge sells its product through retailers and its own website.",8316
"GUTIERREZ MARTIN DEL CAMPO JORGE","Technology Partner","345 Shoreline Park
Mountain View, CA 94043
USA","MEXICO","MX-NL",0,"MX","2 Place Jussieu","MEXICO","MX-NL",0,"MX","GUMJ500418TY9","www.GUTIERREZ MARTIN DEL CAMPO JORGE.com","Healthcare","Private",456,"Warm","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine.",8317
"GUTIERREZ ZAMUDIO GUSTAVO GUILLERMO","Other","525 S. Lexington Ave","MEXICO","MX-NL",35150,"MX","CES081007NE0","MEXICO","MX-NL",35150,"MX","GUZG700409ET3","www.GUTIERREZ ZAMUDIO GUSTAVO GUILLERMO.com","Entertainment","Public",45,"Hot","Genomics company engaged in mapping and sequencing of the human genome and developing gene-based drugs",8318
"GUZMAN MARTINEZ RAUL","Prospect","620 SW 5th Avenue Suite 400
Portland, Oregon 97204
United States","MEXICO","MX-NL",76179,"MX","620 SW 5th Avenue Suite 400
Portland, Oregon 97204
United States","MEXICO","MX-NL",76179,"MX","GUMR5803163R8","www.GUZMAN MARTINEZ RAUL.com","Government","Public",3,"Hot","World's third largest oil and gas company.",8319
"GUZMAN PRADO SAUL","Customer - Direct","888 N Euclid 
Hallis Center, Room 501
Tucson, AZ 85721
United States","MEXICO","MX-NL",64480,"MX","1301 Avenue of the Americas 
New York, NY 10019
USA","MEXICO","MX-NL",64480,"MX","GUPS690311RS1","www.GUZMAN PRADO SAUL.com","Environmental","Private",234,"Warm","Edge, founded in 1998, is a start-up based in Austin, TX. The company designs and manufactures a device to convert music from one digital format to another. Edge sells its product through retailers and its own website.",8320
"HAESONG CORPORATION LTD UNIT 2","Customer - Channel","9 Tagore Lane
Singapore, Singapore 787472
Singapore","Gazipur","BD-3",1750,"BD","2334 N. Michigan Avenue, Suite 1500
Chicago, IL 60601, USA","Gazipur","BD-3",1750,"BD",20130202601,"www.HAESONG CORPORATION LTD UNIT 2.com","Finance","Subsidiary",1234123,"Warm","World's third largest oil and gas company.",8321
"Halcyon Assoc","Prospect","2 Place Jussieu","Honselersdijk","NL-GR","2675 LV","NL","CES081007NE0","Honselersdijk","NL-GR","2675 LV","NL",922929212,"www.Superflora BV.com","Recreation","Public",76457,"Hot","Commerical logistics and transportation company.",8322
"Hale & Hearty Foods Mexico Ltd","Channel Partner / Reseller","Kings Park, 17th Avenue, Team Valley Trading Estate,
Gateshead, Tyne and Wear NE26 3HS
United Kingdom","London","GB-LND","SW7 3RP","GB","CES081007NE0","London","GB-LND","SW7 3RP","GB",7710,"www.Hale & Hearty Foods Mexico Ltd.com","Insurance","Other",234,"Cold","Chain of hotels and resorts across the US, UK, Eastern Europe, Japan, and SE Asia.",8323
"HALO STUDIO SA DE CV","Installation Partner","The Landmark @ One Market","MEXICO","MX-NL",3810,"MX","620 SW 5th Avenue Suite 400
Portland, Oregon 97204
United States","MEXICO","MX-NL",3810,"MX","HST0312058V8","www.HALO STUDIO SA DE CV.com","Hospitality","Subsidiary",234,"Warm","World's third largest oil and gas company.",8324
"Hambro International Venture F","Prospect","1301 Hoch Drive","Zaandam","NL-NH","1505 HK","NL","2334 N. Michigan Avenue, Suite 1500
Chicago, IL 60601, USA","Zaandam","NL-NH","1505 HK","NL","1505 HK","www.Creme de la Cream Company bv.com","Energy","Subsidiary",1234,"Hot","Genomics company engaged in mapping and sequencing of the human genome and developing gene-based drugs",8325
"HANDER LINGERIE LIMITED","Technology Partner","1301 Avenue of the Americas 
New York, NY 10019
USA","Hong Kong","HK-HK",11111,"HK","1301 Avenue of the Americas 
New York, NY 10019
USA","Hong Kong","HK-HK",11111,"HK","(201) 305-2901","www.HANDER LINGERIE LIMITED.com","Banking","Subsidiary",5600,"Cold","Chain of hotels and resorts across the US, UK, Eastern Europe, Japan, and SE Asia.",8326
"Hangzhou Footmax Enterprises Co Ltd","Other","1301 Hoch Drive","Hangzhou","CN-ZJ",310000,"CN","345 Shoreline Park
Mountain View, CA 94043
USA","Hangzhou","CN-ZJ",310000,"CN","(201) 305-0802","www.Hangzhou Footmax Enterprises Co Ltd.com","Government","Public",23,"Warm","Commerical logistics and transportation company.",8327
"Hangzhou New Century International Co Ltd","Prospect","2 Place Jussieu","Hangzhou","CN-ZJ",310003,"CH","620 SW 5th Avenue Suite 400
Portland, Oregon 97204
United States","Hangzhou","CN-ZJ",310003,"CN",782833,"www.Hangzhou New Century International Co Ltd.com","Agriculture","Public",12341,"Warm","Commerical logistics and transportation company.",8328
"HANGZHOU REKING IMP AND EXP CO LTD","Customer - Direct","2334 N. Michigan Avenue, Suite 1500
Chicago, IL 60601, USA","Hangzhou","CN-ZJ",310011,"CN","DHE010828K6A","Hangzhou","CN-ZJ",310011,"CN","(201) 306-0301","www.HANGZHOU REKING IMP AND EXP CO LTD.com","Consulting","Other",39000,"Warm","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine.",8329
"HANSEN MUELLER COMPANY","Customer - Channel","312 Constitution Place
Austin, TX 78767
USA","OMAHA","NE",68164,"US","Test acc 2157","OMAHA","NE",68164,"US","47-0619385","www.HANSEN MUELLER COMPANY.com","Education","Public",3000,"Hot","Edge, founded in 1998, is a start-up based in Austin, TX. The company designs and manufactures a device to convert music from one digital format to another. Edge sells its product through retailers and its own website.",8330
"Hardy James G & Co","Channel Partner / Reseller","CES081007NE0","HOOFDDORP","NL-NH","2132JE","NL","345 Shoreline Park
Mountain View, CA 94043
USA","HOOFDDORP","NL-NH","2132JE","NL",6652876,"www.Alcatel-Lucent Nederland BV.com","Consulting","Other",1,"Cold","Edge, founded in 1998, is a start-up based in Austin, TX. The company designs and manufactures a device to convert music from one digital format to another. Edge sells its product through retailers and its own website.",8331
"Harkavy Information Service","Other","1301 Hoch Drive","Maarheeze","NL-NH","6026 BX","NL","Kings Park, 17th Avenue, Team Valley Trading Estate,
Gateshead, Tyne and Wear NE26 3HS
United Kingdom","Maarheeze","NL-NH","6026 BX","NL",6026,"www.Refresco Benelux BV.com","Manufacturing","Private",52345234,"Hot","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine.",8332
"Harken Marketing Co","Installation Partner","Test acc 2157","Dinteloord","NL-UT","4671 TL","NL","Test acc 2157","Dinteloord","NL-UT","4671 TL","NL","4671 TL","www.Suiker Unie.com","Environmental","Private",2342,"Cold","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine.",8333
"HARTLAND RENEWABLE FUELS","Channel Partner / Reseller","345 Shoreline Park
Mountain View, CA 94043
USA","OMAHA","NE",68137,"US","2 Place Jussieu","OMAHA","NE",68137,"US","39-1834793","www.HARTLAND RENEWABLE FUELS.com","Retail","Private",4634,"Warm","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine.",8334
"HAUND COMERCIAL SA DE CV","Installation Partner","525 S. Lexington Ave","MEXICO","MX-NL",64460,"MX","Kings Park, 17th Avenue, Team Valley Trading Estate,
Gateshead, Tyne and Wear NE26 3HS
United Kingdom","MEXICO","MX-NL",64460,"MX","HCO0901157D4","www.HAUND COMERCIAL SA DE CV.com","Communications","Private",2,"Hot","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine.",8335
"HB Fuller Company","Technology Partner","620 SW 5th Avenue Suite 400
Portland, Oregon 97204
United States","Vadnais Heights","MN",55110,"US","2 Place Jussieu","Vadnais Heights","MN",55110,"US",410268370,"www.HB Fuller Company.com","Construction","Subsidiary",345,"Warm","Genomics company engaged in mapping and sequencing of the human genome and developing gene-based drugs",8336
"Heat Treating Services","Other","888 N Euclid 
Hallis Center, Room 501
Tucson, AZ 85721
United States","Pontiac","MI",48341,"US","345 Shoreline Park
Mountain View, CA 94043
USA","Pontiac","MI",48341,"US","38-2230651","www.Heat Treating Services.com","Agriculture","Public",23,"Cold","Genomics company engaged in mapping and sequencing of the human genome and developing gene-based drugs",8337
